KAMUESHA 450955
KANANGA 93735
KANDA-KANDA 113697
KANGU 234385
KANIAMA 164431
KANIOLA 124037
KANSELE 157302
KANSIMBA 44814
KANZALA 122393
KANZENZE 17123
KAPANGA 104502
KAPOLOWE 131413
KARAWA 283371
KARISIMBI 255128
KASAJI 208529
KASANSA 334304
KASA-VUBU 232157
KASENGA 82432
KASHOBWE 31799
KASONGO 354329
KASONGOLUNDA 134567
KATAKO-KOMBE 77428
KATANA 227361
KATENDE 131053
KATOKA 188030
KATUBA 127010
KATWA 6598
KAYAMBA 146737
KAYNA 200901
KAZIBA 198930
KENGE 321279
KENYA 52431
KIAMBI 45388
KIBIRIZI 449804
KIBOMBO 89496
KIBUA 210694
KIBUNZI 123621
KIKIMI 202049
KIKONGO 238314
KIKULA 20755
KIKWIT-NORD 632447
KIKWIT-SUD 293555
KILELA_BALANDA 8824
KILO 76004
KILWA 168792
KIMBANSEKE 169900
KIMBAU 173156
KIMBI_LULENGE 150317
KIMPANGU 145288
KIMPESE 278291
KIMPUTU 214873
KIMVULA 166881
KINDA 52965
KINDU 250337
KINGABWA 285978
KINGANDU 186417
KINGASANI 329569
KINKONDJA 28406
KINKONZI 210226
KINSHASA 177007
KINTAMBO 143594
KIPUSHI 118161
KIRI 167147
KIROTSHE 377687
KISANDJI 108337
KISANGA 69815
KISANTU 306522
KISENSO 331689
KITANGWA 264613
KITENDA 81524
KITENGE 41682
KITONA 79498
KITOYI 201281
KITUTU 61179
KIZU 99881
KOKOLO 42543
KOLE 60254
KOMANDA 226595
KONGOLO 221783
KOSHIBANDA 108376
KOWE 5502
KUIMBA 104430
KUNDA 91561
KUNGU 408084
KWAMOUTH 113465
KWILU-NGONGO 192300
KYONDO 131438
LAYBO 86422
LEMBA 353349
LEMERA 453185
LIBENGE 212121
LIKATI 130479
LILANGA_BOBANGI 9752
LIMETE 552829
LINGA 55022
LINGOMO 101895
LINGWALA 108666
LISALA 295337
LITA 95044
LODJA 215724
LOGO 120057
LOKO 118220
LOLANGA_MAMPOKO 45720
LOLO 104075
LOLWA 20989
LOMELA 106716
LOTUMBE 152918
LOWA 89976
LUALABA 547952
LUAMBO 169106
LUBAO 168951
LUBERO 49118
LUBILANJI 34004
LUBONDAYI 140812
LUBUDI 146504
LUBUMBASHI 197532
LUBUNGA 42337
LUBUNGA_2 98578
LUBUTU 112418
LUEBO 160244
LUIZA 180816
LUKAFU 57805
LUKASHI_LUALU 114726
LUKELENGE 108709
LUKOLELA 103818
LUKONGA 239205
LUKULA 213533
LULINGU 87377
LUOZI 199789
LUPUTA 180062
LUSAMBO 113296
LUSANGA 183042
LUSANGI 83516
LWAMBA 66233
MABALAKO 248462
MAHAGI 231938
MAKALA 216594
MAKANZA 60389
MAKISO-KISANGANI 754978
MAKORO 146065
MAKOTA 69280
MALEMBA-NKULU 131521
MALUKU_I 32805
MALUKU_II 116398
MAMBASA 165328
MANDIMA 1267
MANGALA 98686
MANGEMBO 155990
MANGOBO 1700
MANGUREDJIPA 58053
MANIKA 11345
MANONO 234696
MASA 106202
MASEREKA 32212
MASI-MANIMBA 276927
MASINA_I 158536
MASINA_II 422095
MASISI 404495
MASUIKA 114875
MATADI 381207
MATETE 259163
MAWUYA 59366
MBANDAKA 229281
MBANZA-NGUNGU 140394
MBAYA 105337
MBOMOMANGE 150021
MBULULA 150711
MIABI 95118
MIKALAYI 121440
MIKOPE 240250
MIMIA 55995
MINEMBWE 30615
MINGA 159755
MINOVA 93108
MITI-MURRHESA 22878
MITWABA 140566
MOANZA 102651
MOBA 394140
MOBAYI 58304
MOKALA 154866
MOMPONO 63704
MONDOMBE 186930
MONGA 108922
MONGBWALU 79805
MONIEKA 72937
MONKOTO 138754
MONT-NGAFULA_I 542427
MONT-NGAFULA_II 177413
MOSANGO 146049
MPOKOLO 63865
MUANDA 195988
MUBUMBANO 110555
MUETSHI 85285
MUFUNGA-SAMPWE 53503
MUKANGA 223632
MUKEDI 373955
MUKUMBI 127633
MULONGO 72823
MULUMBA 172652
MULUNGU 126584
MUMBUNDA 132158
MUNGINDU 135943
MUSHENGE 204902
MUSHIE 134173
MUSIENENE 335934
MUTENA 125457
MUTOTO 46977
MUTSHATSHA 24295
MUTWANGA 304826
MUYA 84818
MWANA 16862
MWEKA 163719
MWELA_LEMBWA 197938
MWENE-DITU 146274
MWENGA 114289
MWESO 439048
NDAGE 133659
NDEKESHA 260682
NDESHA 235948
NDJILI 305916
NDJOKO_PUNDA 103240
NGABA 93527
NGANDAJIKA 326793
NGIDINGA 102829
NGIRI-NGIRI 204392
NIANGARA 155484
NIA-NIA 27668
NIOKI 281854
NIZI 98592
NSELE 803265
NSELO 166512
NSONA-PANGU 255164
NTAND_EMBELO 127080
NTONDO 74736
NUNDU 71907
NYANGA 141653
NYANGEZI 123358
NYANKUNDE 51250
NYANTENDE 57139
NYARAMBE 132154
NYEMBA 113197
NYIRAGONGO 17127
NYUNZU 206994
NZABA 99560
NZANZA 1144
OBOKOTE 45064
OICHA 278352
OMENDJADI 65304
OPALA 195491
OPIENGE 44281
OSHWE 112327
OTOTO 46028
PANDA 1610
PANGI 98690
PANIA_MUTOMBO 56954
PANZI 123060
PAWA 265666
PAY_KONGILA 163617
PENDJUA 69686
PIMU 169051
PINGA 104443
POKO 195705
POLICE 3468
POPOKABAKA 316214
PUNIA 37774
PWETO 81410
RETHY 91639
RIMBA 139635
RUNGU 109111
RUTSHURU 353376
RUZIZI 177050
RWAMPARA 58797
RWANGUBA 81863
RWASHI 150090
SAKANIA 176432
SALAMABILA 109609
SAMBA 297510
SANDOA 146339
SEKEBANZA 253013
SELEMBAO 521678
SHABUNDA_CENTRE 112889
SIA 108113
SONA-BATA 94254
SONGA 91906
TANDALA 186800
TCHOMIA 97728
TEMBO 78070
TITULE 40882
TSHAMILEMBA 142183
TSHELA 52757
TSHIBALA 133356
TSHIKAJI 21210
TSHIKAPA 42257
TSHIKULA 167968
TSHILENGE 364188
TSHITENGE 127073
TSHITSHIMBI 336704
TSHOFA 148905
TSHOPO 9669
TSHUDI-LOTO 117306
TSHUMBE 83882
TUNDA 75872
UBUNDU 111600
UVIRA 494227
VAKU 214942
VANGA 251758
VANGA-KETE 358422
VANGU 862
VIADANA 83776
VUHOVI 1220675
WALIKALE 82116
WALUNGU 174387
WAMBA 165579
WAMBA_LUADI 197077
WANGATA 146858
WANIE-RUKULA 92860
WAPINDA 83521
WASOLO 209309
WATSA 165121
WEMA 129905
WEMBO-NYAMA 163467
WIKONG 76281
YABAONDO 255978
YAHISULI 91029
YAHUMA 194761
YAKOMA 113637
YAKUSU 110654
YALEKO 119148
YALIFAFU 156074
YALIMBONGO 84079
YAMALUKA 575152
YAMBUKU 155703
YAMONGILI 32707
YANGALA 182664
YASA-BONGA 368440
YUMBI 112514
ZONGO 141912
